rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
22	1	2	2	0.906953136509639	-0.314927177157546	0.998492462311558	49.4880899466999	C23H45NO4	[M + H]+	XOMRRQXKHMYMOC	InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/p+1	Tocris-0609	CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	7.0999999	461;462;16902;16903;167760;11953816;45934082;71308806;71309267;71309588;71309711;87229194;87229241;101429358;102601095;129316416;131878168	HMDB:(222);SuperNatural:(SN00014196 SN00014205);ZINC bio:(ZINC08035022 ZINC08195638);additional;MeSH:(461 462 11953816);Plantcyc:(CPD-419);PubMed;NORMAN:(NS00015653);COCONUT:(CNP0083598 CNP0314232);PubChem:(461 462 16902 16903 167760 11953816 45934082 71308806 71309267 71309588 71309711 87229194 87229241 101429358 102601095 129316416 131878168);CHEBI:(73067 17490 94442);PubChem class - bio and metabolites;KEGG:(C02990);PubChem class - safety and toxic;YMDB:(1534);Training Set;Biocyc:(CPD-419)	88041838	400.342071533203	523.426494598389	2552_ms2_res_3403
23	1	2	2	0.906948278742172	-0.314873578698221	0.998492462311558	49.4880899466999	C23H45NO4	[M + H]+	XOMRRQXKHMYMOC	InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/p+1	Tocris-0609	CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	7.0999999	461;462;16902;16903;167760;11953816;45934082;71308806;71309267;71309588;71309711;87229194;87229241;101429358;102601095;129316416;131878168	HMDB:(222);SuperNatural:(SN00014196 SN00014205);ZINC bio:(ZINC08035022 ZINC08195638);additional;MeSH:(461 462 11953816);Plantcyc:(CPD-419);PubMed;NORMAN:(NS00015653);COCONUT:(CNP0083598 CNP0314232);PubChem:(461 462 16902 16903 167760 11953816 45934082 71308806 71309267 71309588 71309711 87229194 87229241 101429358 102601095 129316416 131878168);CHEBI:(73067 17490 94442);PubChem class - bio and metabolites;KEGG:(C02990);PubChem class - safety and toxic;YMDB:(1534);Training Set;Biocyc:(CPD-419)	88041838	400.342102050781	519.788475036621	2534_ms2_res_3379
24	1	1	1	0.888592180232198	-3.66145856325667	1	52.8361749195463	C5H14NO4P	[M + H]+	YHHSONZFOIEMCP	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	phosphocholine	C[N+](C)(C)CCOP(=O)(O)O	-1.5	1014;135437;3330960;10631332;10631333;71751656;89678543	HMDB:(1565);SuperNatural:(SN00243075 SN00245099 SN00002244);ZINC bio:(ZINC01532692);additional;MeSH:(1014 135437 3330960);Plantcyc:(PHOSPHORYL-CHOLINE);PubMed;NORMAN:(NS00041278);COCONUT:(CNP0191945 CNP0310137 CNP0371238);Natural Products:(UNPD133926 UNPD96257);PubChem:(1014 135437 3330960 10631332 10631333 71751656 89678543);CHEBI:(18132 295975);PubChem class - bio and metabolites;KEGG:(C00588);YMDB:(191);Training Set;PubChem class - drug;Biocyc:(PHOSPHORYL-CHOLINE)	54520174	184.073364257813	564.278011322021	2752_ms2_res_3674
25	1	1	1	0.888526451618125	-3.66137290616335	1	52.8361749195463	C5H14NO4P	[M + H]+	YHHSONZFOIEMCP	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	phosphocholine	C[N+](C)(C)CCOP(=O)(O)O	-1.5	1014;135437;3330960;10631332;10631333;71751656;89678543	HMDB:(1565);SuperNatural:(SN00243075 SN00245099 SN00002244);ZINC bio:(ZINC01532692);additional;MeSH:(1014 135437 3330960);Plantcyc:(PHOSPHORYL-CHOLINE);PubMed;NORMAN:(NS00041278);COCONUT:(CNP0191945 CNP0310137 CNP0371238);Natural Products:(UNPD133926 UNPD96257);PubChem:(1014 135437 3330960 10631332 10631333 71751656 89678543);CHEBI:(18132 295975);PubChem class - bio and metabolites;KEGG:(C00588);YMDB:(191);Training Set;PubChem class - drug;Biocyc:(PHOSPHORYL-CHOLINE)	54520174	184.073516845703	569.156227111816	2776_ms2_res_3707
26	1	1	1	0.888526451618125	-3.66137290616335	1	52.8361749195463	C5H14NO4P	[M + H]+	YHHSONZFOIEMCP	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	phosphocholine	C[N+](C)(C)CCOP(=O)(O)O	-1.5	1014;135437;3330960;10631332;10631333;71751656;89678543	HMDB:(1565);SuperNatural:(SN00243075 SN00245099 SN00002244);ZINC bio:(ZINC01532692);additional;MeSH:(1014 135437 3330960);Plantcyc:(PHOSPHORYL-CHOLINE);PubMed;NORMAN:(NS00041278);COCONUT:(CNP0191945 CNP0310137 CNP0371238);Natural Products:(UNPD133926 UNPD96257);PubChem:(1014 135437 3330960 10631332 10631333 71751656 89678543);CHEBI:(18132 295975);PubChem class - bio and metabolites;KEGG:(C00588);YMDB:(191);Training Set;PubChem class - drug;Biocyc:(PHOSPHORYL-CHOLINE)	54520174	184.073333740234	554.468364715576	2704_ms2_res_3608
27	1	1	1	0.888526451618125	-3.66137290616335	1	52.8361749195463	C5H14NO4P	[M + H]+	YHHSONZFOIEMCP	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	phosphocholine	C[N+](C)(C)CCOP(=O)(O)O	-1.5	1014;135437;3330960;10631332;10631333;71751656;89678543	HMDB:(1565);SuperNatural:(SN00243075 SN00245099 SN00002244);ZINC bio:(ZINC01532692);additional;MeSH:(1014 135437 3330960);Plantcyc:(PHOSPHORYL-CHOLINE);PubMed;NORMAN:(NS00041278);COCONUT:(CNP0191945 CNP0310137 CNP0371238);Natural Products:(UNPD133926 UNPD96257);PubChem:(1014 135437 3330960 10631332 10631333 71751656 89678543);CHEBI:(18132 295975);PubChem class - bio and metabolites;KEGG:(C00588);YMDB:(191);Training Set;PubChem class - drug;Biocyc:(PHOSPHORYL-CHOLINE)	54520174	184.073516845703	560.367336273193	2734_ms2_res_3648
28	1	1	1	0.883333376689105	-2.94799159976832	1	46.6907368215133	C5H14NO4P	[M + H]+	YHHSONZFOIEMCP	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	phosphocholine	C[N+](C)(C)CCOP(=O)(O)O	-1.5	1014;135437;3330960;10631332;10631333;71751656;89678543	HMDB:(1565);SuperNatural:(SN00243075 SN00245099 SN00002244);ZINC bio:(ZINC01532692);additional;MeSH:(1014 135437 3330960);Plantcyc:(PHOSPHORYL-CHOLINE);PubMed;NORMAN:(NS00041278);COCONUT:(CNP0191945 CNP0310137 CNP0371238);Natural Products:(UNPD133926 UNPD96257);PubChem:(1014 135437 3330960 10631332 10631333 71751656 89678543);CHEBI:(18132 295975);PubChem class - bio and metabolites;KEGG:(C00588);YMDB:(191);Training Set;PubChem class - drug;Biocyc:(PHOSPHORYL-CHOLINE)	54520174	184.073638916016	677.362976074219	3319_ms2_res_4443
29	1	1	1	0.883333376689105	-2.94799159976832	1	46.6907368215133	C5H14NO4P	[M + H]+	YHHSONZFOIEMCP	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	phosphocholine	C[N+](C)(C)CCOP(=O)(O)O	-1.5	1014;135437;3330960;10631332;10631333;71751656;89678543	HMDB:(1565);SuperNatural:(SN00243075 SN00245099 SN00002244);ZINC bio:(ZINC01532692);additional;MeSH:(1014 135437 3330960);Plantcyc:(PHOSPHORYL-CHOLINE);PubMed;NORMAN:(NS00041278);COCONUT:(CNP0191945 CNP0310137 CNP0371238);Natural Products:(UNPD133926 UNPD96257);PubChem:(1014 135437 3330960 10631332 10631333 71751656 89678543);CHEBI:(18132 295975);PubChem class - bio and metabolites;KEGG:(C00588);YMDB:(191);Training Set;PubChem class - drug;Biocyc:(PHOSPHORYL-CHOLINE)	54520174	184.073684692383	690.545825958252	3381_ms2_res_4531
30	1	2	2	0.878785355407685	-0.497598741021477	1	50.8691715566287	C19H37NO4	[M + H]+	FUJLYHJROOYKRA	InChI=1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3/p+1	Tocris-0548	CCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	4.9000001	168381;168382;177510;213116;213117;10427569;131668305;132936377;131801581;131801582;131864840;131864841;131953154	HMDB:(2250);SuperNatural:(SN00030471 SN00014200);ZINC bio:(ZINC08036005 ZINC32787508);additional;MeSH:(168381 168382);PubMed;COCONUT:(CNP0346733);PubChem:(168381 168382 177510 213116 213117 10427569 131668305 132936377 131801581 131801582 131864840 131864841 131953154);CHEBI:(73054 77086);PubChem class - bio and metabolites;PubChem class - safety and toxic;YMDB:(1529);Training Set;Biocyc:(CPD-19743)	87648366	344.279479980469	469.835557937622	2284_ms2_res_3046
31	1	2	2	0.878777801129209	-0.497454888129473	1	50.8691715566287	C19H37NO4	[M + H]+	FUJLYHJROOYKRA	InChI=1S/C19H37NO4/c1-5-6-7-8-9-10-11-12-13-14-19(23)24-17(15-18(21)22)16-20(2,3)4/h17H,5-16H2,1-4H3/p+1	Tocris-0548	CCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	4.9000001	168381;168382;177510;213116;213117;10427569;131668305;132936377;131801581;131801582;131864840;131864841;131953154	HMDB:(2250);SuperNatural:(SN00030471 SN00014200);ZINC bio:(ZINC08036005 ZINC32787508);additional;MeSH:(168381 168382);PubMed;COCONUT:(CNP0346733);PubChem:(168381 168382 177510 213116 213117 10427569 131668305 132936377 131801581 131801582 131864840 131864841 131953154);CHEBI:(73054 77086);PubChem class - bio and metabolites;PubChem class - safety and toxic;YMDB:(1529);Training Set;Biocyc:(CPD-19743)	87648366	344.280548095703	466.240711212158	2267_ms2_res_3023
32	1	2	2	0.875663034113912	-2.72472371853028	1	43.9409271434286	C13H25NO4	[M + H]+	VVPRQWTYSNDTEA	InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/p+1	Tocris-0526	CCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	1.60000002	3082079;3246938;3246939;6426853;40469939;45934086;89442450;89442451;129316447;129316448	HMDB:(705 756);SuperNatural:(SN00006703 SN00002989);ZINC bio:(ZINC02517065 ZINC03995625);additional;MeSH:(6426853);PubMed;NORMAN:(NS00015029);COCONUT:(CNP0082632);PubChem:(3082079 3246938 3246939 6426853 40469939 45934086 89442450 89442451 129316447 129316448);CHEBI:(84834 70749);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-19739)	87844974	260.185668945313	276.602754592896	1355_ms2_res_1807
33	1	2	2	0.875621560930355	-2.72491264719858	1	43.9409271434286	C13H25NO4	[M + H]+	VVPRQWTYSNDTEA	InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3/p+1	Tocris-0526	CCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	1.60000002	3082079;3246938;3246939;6426853;40469939;45934086;89442450;89442451;129316447;129316448	HMDB:(705 756);SuperNatural:(SN00006703 SN00002989);ZINC bio:(ZINC02517065 ZINC03995625);additional;MeSH:(6426853);PubMed;NORMAN:(NS00015029);COCONUT:(CNP0082632);PubChem:(3082079 3246938 3246939 6426853 40469939 45934086 89442450 89442451 129316447 129316448);CHEBI:(84834 70749);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-19739)	87844974	260.185699462891	280.274877548218	1372_ms2_res_1830
34	1	2	2	0.875619011017381	-115.584630507643	1	41.0482864883296	C7H15NO4S3	[M - H2O + H]+	CWMXJTTVAJOZEM	InChI=1S/C7H15NO4S3/c8-4(7(11)12)2-14-15-3-6(10)5(9)1-13/h4-6,9-10,13H,1-3,8H2,(H,11,12)	null	C(C(C(CSSCC(C(=O)O)N)O)O)S	-3.5999999	137348538	PubChem:(137348538);PubChem class - bio and metabolites	16777218	256.013153076172	156.77182674408	772_ms2_res_1030
35	1	2	2	0.875619011017381	-115.584630507643	1	41.0482864883296	C7H15NO4S3	[M - H2O + H]+	CWMXJTTVAJOZEM	InChI=1S/C7H15NO4S3/c8-4(7(11)12)2-14-15-3-6(10)5(9)1-13/h4-6,9-10,13H,1-3,8H2,(H,11,12)	null	C(C(C(CSSCC(C(=O)O)N)O)O)S	-3.5999999	137348538	PubChem:(137348538);PubChem class - bio and metabolites	16777218	256.013122558594	153.045430183411	755_ms2_res_1007
36	1	2	2	0.875485063553469	-115.61749529624	1	41.0482864883296	C7H15NO4S3	[M - H2O + H]+	CWMXJTTVAJOZEM	InChI=1S/C7H15NO4S3/c8-4(7(11)12)2-14-15-3-6(10)5(9)1-13/h4-6,9-10,13H,1-3,8H2,(H,11,12)	null	C(C(C(CSSCC(C(=O)O)N)O)O)S	-3.5999999	137348538	PubChem:(137348538);PubChem class - bio and metabolites	16777218	256.013092041016	149.160075187683	736_ms2_res_982
37	1	2	2	0.875485063553469	-115.61749529624	1	41.0482864883296	C7H15NO4S3	[M - H2O + H]+	CWMXJTTVAJOZEM	InChI=1S/C7H15NO4S3/c8-4(7(11)12)2-14-15-3-6(10)5(9)1-13/h4-6,9-10,13H,1-3,8H2,(H,11,12)	null	C(C(C(CSSCC(C(=O)O)N)O)O)S	-3.5999999	137348538	PubChem:(137348538);PubChem class - bio and metabolites	16777218	256.013153076172	141.736664772034	702_ms2_res_936
38	1	2	2	0.875485063553469	-115.61749529624	1	41.0482864883296	C7H15NO4S3	[M - H2O + H]+	CWMXJTTVAJOZEM	InChI=1S/C7H15NO4S3/c8-4(7(11)12)2-14-15-3-6(10)5(9)1-13/h4-6,9-10,13H,1-3,8H2,(H,11,12)	null	C(C(C(CSSCC(C(=O)O)N)O)O)S	-3.5999999	137348538	PubChem:(137348538);PubChem class - bio and metabolites	16777218	256.013122558594	145.361938476562	718_ms2_res_958
39	1	2	5	0.859105545399906	-67.8395240266588	0.821608040201005	70.3076943784614	C25H45NO6	[M + H]+	CYPBWZKNUDFJJE	InChI=1S/C25H45NO6/c1-26(2,3)21-22(20-24(29)30)32-25(31)19-17-15-13-11-9-7-5-4-6-8-10-12-14-16-18-23(27)28/h4-5,22H,6-21H2,1-3H3,(H-,27,28,29,30)/p+1	3-{[(9Z)-17-carboxyheptadec-9-enoyl]oxy}-4-(trimethylammonio)butanoate	C[N+](C)(C)CC(CC(=O)O)OC(=O)CCCCCCCC=CCCCCCCCC(=O)O	5.4000001	71464570;71464571	PubChem:(71464570 71464571);CHEBI:(73102)	34	456.33349609375	467.557182312012	2274_ms2_res_3032
40	1	2	2	0.841405634833828	-1.00136402184278	1	78.1463430011286	C5H11NO2S	[M + H]+	FFEARJCKVFRZRR	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	Lobamine	CSCCC(C(=O)O)N	-0.380316257	876;6137;84815;169695;174768;450576;5249997;5255805;5460884;5460888;5460889;5460891;5460892;10511090;10630758;6992087;6992109;10773221;10844642;10176215;10219537;11789360;11804952;15556483;15556484;15556486;15556487;15556488;15556489;15556490;15556492;15556496;15556497;15556498;15556500;15556501;15556502;15556503;16213430;16217582;53796132;53462885;57616905;57616936;57616953;58618342;71308948;71308865;71308866;71308867;71308933;71309197;71311580;88472549;90704993;90714884;88901898;88901901;88901910;101064246;101132627;101151584;101151585;101611382;102185300;102217574;102468411;117064443;117064844;123729319;124202795;126455849;129646641;131707341;131708677;131708710;135373086;137331793	HMDB:(696 33951);PubChem class - food;SuperNatural:(SN00156215 SN00002217);ZINC bio:(ZINC01532529 ZINC01532766);additional;HSDB:(63-68-3);MeSH:(876 6137 84815 15556483);Plantcyc:(CPD-218 MET);PubMed;NORMAN:(NS00006428);COCONUT:(CNP0082849 CNP0163277 CNP0217457);KNApSAcK:(1379);Natural Products:(UNPD4440 UNPD174204);PubChem:(876 6137 84815 169695 174768 450576 5249997 5255805 5460884 5460888 5460889 5460891 5460892 10511090 10630758 6992087 6992109 10773221 10844642 10176215 10219537 11789360 11804952 15556483 15556484 15556486 15556487 15556488 15556489 15556490 15556492 15556496 15556497 15556498 15556500 15556501 15556502 15556503 16213430 16217582 53796132 53462885 57616905 57616936 57616953 58618342 71308948 71308865 71308866 71308867 71308933 71309197 71311580 88472549 90704993 90714884 88901898 88901901 88901910 101064246 101132627 101151584 101151585 101611382 102185300 102217574 102468411 117064443 117064844 123729319 124202795 126455849 129646641 131707341 131708677 131708710 135373086 137331793);CHEBI:(57932 32646 32644 32637 16811 16643 32638 32631 32632 64558 57844 16867);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00073 C01733 C00855);PubChem class - safety and toxic;YMDB:(816 318);Training Set;PubChem class - drug;Biocyc:(MET CPD-218)	17435716478	150.05859375	58.9902913570404	291_ms2_res_388
41	1	2	2	0.841379177153192	-1.0018533918492	1	78.1463430011286	C5H11NO2S	[M + H]+	FFEARJCKVFRZRR	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	Lobamine	CSCCC(C(=O)O)N	-0.380316257	876;6137;84815;169695;174768;450576;5249997;5255805;5460884;5460888;5460889;5460891;5460892;10511090;10630758;6992087;6992109;10773221;10844642;10176215;10219537;11789360;11804952;15556483;15556484;15556486;15556487;15556488;15556489;15556490;15556492;15556496;15556497;15556498;15556500;15556501;15556502;15556503;16213430;16217582;53796132;53462885;57616905;57616936;57616953;58618342;71308948;71308865;71308866;71308867;71308933;71309197;71311580;88472549;90704993;90714884;88901898;88901901;88901910;101064246;101132627;101151584;101151585;101611382;102185300;102217574;102468411;117064443;117064844;123729319;124202795;126455849;129646641;131707341;131708677;131708710;135373086;137331793	HMDB:(696 33951);PubChem class - food;SuperNatural:(SN00156215 SN00002217);ZINC bio:(ZINC01532529 ZINC01532766);additional;HSDB:(63-68-3);MeSH:(876 6137 84815 15556483);Plantcyc:(CPD-218 MET);PubMed;NORMAN:(NS00006428);COCONUT:(CNP0082849 CNP0163277 CNP0217457);KNApSAcK:(1379);Natural Products:(UNPD4440 UNPD174204);PubChem:(876 6137 84815 169695 174768 450576 5249997 5255805 5460884 5460888 5460889 5460891 5460892 10511090 10630758 6992087 6992109 10773221 10844642 10176215 10219537 11789360 11804952 15556483 15556484 15556486 15556487 15556488 15556489 15556490 15556492 15556496 15556497 15556498 15556500 15556501 15556502 15556503 16213430 16217582 53796132 53462885 57616905 57616936 57616953 58618342 71308948 71308865 71308866 71308867 71308933 71309197 71311580 88472549 90704993 90714884 88901898 88901901 88901910 101064246 101132627 101151584 101151585 101611382 102185300 102217574 102468411 117064443 117064844 123729319 124202795 126455849 129646641 131707341 131708677 131708710 135373086 137331793);CHEBI:(57932 32646 32644 32637 16811 16643 32638 32631 32632 64558 57844 16867);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00073 C01733 C00855);PubChem class - safety and toxic;YMDB:(816 318);Training Set;PubChem class - drug;Biocyc:(MET CPD-218)	17435716478	150.058624267578	74.6803593635559	372_ms2_res_496
42	1	2	2	0.841362359961873	-1.0018533918492	1	78.1463430011286	C5H11NO2S	[M + H]+	FFEARJCKVFRZRR	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	Lobamine	CSCCC(C(=O)O)N	-0.380316257	876;6137;84815;169695;174768;450576;5249997;5255805;5460884;5460888;5460889;5460891;5460892;10511090;10630758;6992087;6992109;10773221;10844642;10176215;10219537;11789360;11804952;15556483;15556484;15556486;15556487;15556488;15556489;15556490;15556492;15556496;15556497;15556498;15556500;15556501;15556502;15556503;16213430;16217582;53796132;53462885;57616905;57616936;57616953;58618342;71308948;71308865;71308866;71308867;71308933;71309197;71311580;88472549;90704993;90714884;88901898;88901901;88901910;101064246;101132627;101151584;101151585;101611382;102185300;102217574;102468411;117064443;117064844;123729319;124202795;126455849;129646641;131707341;131708677;131708710;135373086;137331793	HMDB:(696 33951);PubChem class - food;SuperNatural:(SN00156215 SN00002217);ZINC bio:(ZINC01532529 ZINC01532766);additional;HSDB:(63-68-3);MeSH:(876 6137 84815 15556483);Plantcyc:(CPD-218 MET);PubMed;NORMAN:(NS00006428);COCONUT:(CNP0082849 CNP0163277 CNP0217457);KNApSAcK:(1379);Natural Products:(UNPD4440 UNPD174204);PubChem:(876 6137 84815 169695 174768 450576 5249997 5255805 5460884 5460888 5460889 5460891 5460892 10511090 10630758 6992087 6992109 10773221 10844642 10176215 10219537 11789360 11804952 15556483 15556484 15556486 15556487 15556488 15556489 15556490 15556492 15556496 15556497 15556498 15556500 15556501 15556502 15556503 16213430 16217582 53796132 53462885 57616905 57616936 57616953 58618342 71308948 71308865 71308866 71308867 71308933 71309197 71311580 88472549 90704993 90714884 88901898 88901901 88901910 101064246 101132627 101151584 101151585 101611382 102185300 102217574 102468411 117064443 117064844 123729319 124202795 126455849 129646641 131707341 131708677 131708710 135373086 137331793);CHEBI:(57932 32646 32644 32637 16811 16643 32638 32631 32632 64558 57844 16867);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00073 C01733 C00855);PubChem class - safety and toxic;YMDB:(816 318);Training Set;PubChem class - drug;Biocyc:(MET CPD-218)	17435716478	150.05859375	69.6362543106079	346_ms2_res_462
43	1	2	2	0.841362359961873	-1.0018533918492	1	78.1463430011286	C5H11NO2S	[M + H]+	FFEARJCKVFRZRR	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)	Lobamine	CSCCC(C(=O)O)N	-0.380316257	876;6137;84815;169695;174768;450576;5249997;5255805;5460884;5460888;5460889;5460891;5460892;10511090;10630758;6992087;6992109;10773221;10844642;10176215;10219537;11789360;11804952;15556483;15556484;15556486;15556487;15556488;15556489;15556490;15556492;15556496;15556497;15556498;15556500;15556501;15556502;15556503;16213430;16217582;53796132;53462885;57616905;57616936;57616953;58618342;71308948;71308865;71308866;71308867;71308933;71309197;71311580;88472549;90704993;90714884;88901898;88901901;88901910;101064246;101132627;101151584;101151585;101611382;102185300;102217574;102468411;117064443;117064844;123729319;124202795;126455849;129646641;131707341;131708677;131708710;135373086;137331793	HMDB:(696 33951);PubChem class - food;SuperNatural:(SN00156215 SN00002217);ZINC bio:(ZINC01532529 ZINC01532766);additional;HSDB:(63-68-3);MeSH:(876 6137 84815 15556483);Plantcyc:(CPD-218 MET);PubMed;NORMAN:(NS00006428);COCONUT:(CNP0082849 CNP0163277 CNP0217457);KNApSAcK:(1379);Natural Products:(UNPD4440 UNPD174204);PubChem:(876 6137 84815 169695 174768 450576 5249997 5255805 5460884 5460888 5460889 5460891 5460892 10511090 10630758 6992087 6992109 10773221 10844642 10176215 10219537 11789360 11804952 15556483 15556484 15556486 15556487 15556488 15556489 15556490 15556492 15556496 15556497 15556498 15556500 15556501 15556502 15556503 16213430 16217582 53796132 53462885 57616905 57616936 57616953 58618342 71308948 71308865 71308866 71308867 71308933 71309197 71311580 88472549 90704993 90714884 88901898 88901901 88901910 101064246 101132627 101151584 101151585 101611382 102185300 102217574 102468411 117064443 117064844 123729319 124202795 126455849 129646641 131707341 131708677 131708710 135373086 137331793);CHEBI:(57932 32646 32644 32637 16811 16643 32638 32631 32632 64558 57844 16867);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00073 C01733 C00855);PubChem class - safety and toxic;YMDB:(816 318);Training Set;PubChem class - drug;Biocyc:(MET CPD-218)	17435716478	150.05859375	66.1124110221863	328_ms2_res_438
